number,coreid,refcode,name,mofid-v1,LCD (Å),PLD (Å),LFPD (Å),Density (g/cm3),ASA (A2),ASA (m2/cm3),ASA (m2/g),NASA (A2),NASA (m2/cm3),NASA (m2/g),PV (A3),VF,PV (cm3/g),NAV (A3),NAV_VF,NPV (cm3/g),structure_dimension,topology(SingleNodes),topology(SingleNodes)-zeo,topology(AllNodes),topology(AllNodes)-zeo,catenation,dimension_by_topo,hall,number_spacegroup,Metal Types,Has OMS,OMS Types,Charge,average_atomic_mass,Heat_capacity@300K (J/g/K),std @ 300 K (J/g/K),Heat_capacity@350K (J/g/K),std @ 350 K (J/g/K),Heat_capacity@400K (J/g/K),std @ 400 K (J/g/K),k_cp (J/g/K/K),cp0 (J/g/K),natoms,Source,DOI,Year,Time,Publication,Extension,unmodified,Thermal_stability (℃),Solvent_stability,Water_stability,KH_Classes,memo
1116,2019[Zn][sql]2[FSR]7,ja9b07633_si_001_FSR_pacman,-,[O-]C(=O)c1cc2ccccc2c(c1O)c1c(O)c(cc2c1cccc2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.sql.cat0;ja9b07633_si_001_FSR_pacman,8.92524,4.60995,8.92524,1.04677,289.733,978.121,934.422,115.901,391.275,373.794,1707.38,0.5764,0.550649,0,0,0,2,sql,unnamed,unstable,unnamed,1,2,-C 2yc,15,Zn,No,N/A,PACMAN-DDEC6,10.09299308,0.908054703,0.018232477,0.997623275,0.036463008,1.052705305,0.044796323,0.001277775,0.556680238,185,SI,10.1021/jacs.9b07633,2019,2019/10/13,ACS,Free Solvent Removed,TRUE,333.7,0.7867726,0.88,none,
1117,2019[Zn][sql]2[FSR]8,ja9b07633_si_002_FSR_pacman,-,Cc1cc(C(=O)[O-])c(c(c1C)c1c(C)c(C)cc(c1O)C(=O)[O-])O.[Zn][O]([Zn])([Zn])[Zn] MOFid-v1.sql.cat0;ja9b07633_si_002_FSR_pacman,8.13406,4.29439,8.13406,1.00105,465.745,1578.05,1576.39,0,0,0,1750.77,0.5932,0.592578,0,0,0,2,sql,unnamed,unstable,unnamed,1,2,-C 2yc,15,Zn,No,N/A,PACMAN-DDEC6,9.617198054,0.945630545,0.025365854,1.017523939,0.041065417,1.073808725,0.042231933,0.001281486,0.550342263,185,SI,10.1021/jacs.9b07633,2019,2019/10/13,ACS,Free Solvent Removed,FALSE,311.2,0.78079486,0.82,none,
1118,2019[Zn][sql]2[FSR]9,ja9b07682_si_004_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.sql.cat0;ja9b07682_si_004_FSR_pacman,4.97084,2.47023,4.53227,1.12778,0,0,0,101.731,709.596,629.195,723.99,0.505,0.447781,0,0,0,2,sql,unnamed,sql,unnamed,1,2,-P 2ab 2ac,56,Zn,Yes,Zn,PACMAN-DDEC6,9.362001154,0.923658809,0.026710546,1.051248289,0.040661235,1.101596905,0.05677926,0.001533451,0.428539437,104,SI,10.1021/jacs.9b07682,2019,2019/9/25,ACS,Free Solvent Removed,FALSE,373.3,0.5339702,0.433600733,unknown,
1119,2019[Zn][sql]2[FSR]10,ja9b07682_si_010_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn][Zn] MOFid-v1.sql.cat0;ja9b07682_si_010_FSR_pacman,6.59379,4.1364,6.37314,0.837466,855.881,2216.58,2646.77,0,0,0,2418.7,0.6264,0.747971,0,0,0,2,sql,unnamed,sql,unnamed,2,2,-P 2ab 2ac,56,Zn,No,N/A,PACMAN-DDEC6,9.362001154,0.920508015,0.042951864,1.0523129,0.093682887,1.10068543,0.103084078,0.001568771,0.446839845,208,SI,10.1021/jacs.9b07682,2019,2019/9/25,ACS,Free Solvent Removed,FALSE,424.4,0.65265787,0.362045442,weak,
1120,2019[Cu][rtl]3[FSR]2,ja9b07807_si_001_FSR_pacman,-,"Fc1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.rtl,sql.cat0;ja9b07807_si_001_FSR_pacman",4.50326,2.98057,4.48392,1.31546,0,0,0,108.796,667.624,507.522,810.239,0.4972,0.377967,0,0,0,3,rtl,unnamed,rtl,unnamed,1,3,-C 2yc,15,Cu,No,N/A,PACMAN-DDEC6,12.41290166,0.824660692,0.038999187,0.928080756,0.074421918,0.980519289,0.077602934,0.000809286,0.464990674,104,SI,10.1021/jacs.9b07807,2019,2019/10/11,ACS,Free Solvent Removed,FALSE,315.9,0.667066,0.805519588,weak,
1121,2019[Cu][rtl]3[FSR]3,ja9b07807_si_002_FSR_pacman,-,"Fc1cncc(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Cu][Cu] MOFid-v1.rtl,sql.cat0;ja9b07807_si_002_FSR_pacman",4.38065,2.79948,4.2904,1.34725,0,0,0,69.8478,438.977,325.832,788.255,0.4954,0.367712,0,0,0,3,rtl,unnamed,rtl,unnamed,1,3,-P 2ab 2ac,56,Cu,No,N/A,PACMAN-DDEC6,12.41290166,0.826927124,0.036781515,0.921239099,0.069036129,0.98075075,0.074312582,0.000819968,0.468298769,104,SI,10.1021/jacs.9b07807,2019,2019/10/11,ACS,Free Solvent Removed,TRUE,301.5,0.7446916,0.67022964,weak,
1122,2019[Co][nan]3[FSR]10,ja9b09942_si_001_1_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;ja9b09942_si_001_1_FSR_pacman,11.28103,10.74009,11.28103,1.18431,203.763,1552.8,1311.14,0,0,0,835.366,0.6366,0.537529,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,F 4d 2 3 -1d,227,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.708121328,0.032532523,0.781242146,0.044079576,0.833843573,0.048208642,0.000937633,0.473142817,54,SI,10.1021/jacs.9b09942,2019,2019/10/18,ACS,Free Solvent Removed,FALSE,229.2,0.9356728,0.180285714,weak,
1123,2019[Co][nan]3[FSR]11,ja9b09942_si_001_2_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;ja9b09942_si_001_2_FSR_pacman,11.36787,10.91273,11.36787,1.17266,203.693,1537,1310.7,0,0,0,848.173,0.64,0.54577,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,P 1,1,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.708436396,0.034315327,0.782606937,0.044446974,0.834797367,0.048304771,0.000893378,0.472599737,54,SI,10.1021/jacs.9b09942,2019,2019/10/18,ACS,Free Solvent Removed,FALSE,230.3,0.93729424,0.170285714,weak,
1124,2019[Co][nan]3[FSR]12,ja9b09942_si_001_3_FSR_pacman,-,[Co].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-] MOFid-v1.unknown.cat0;ja9b09942_si_001_3_FSR_pacman,11.34865,10.89912,11.34825,1.17224,206.907,1560.69,1331.37,0,0,0,850.326,0.6414,0.547156,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-I 4 2,139,Co,Yes,Co,PACMAN-DDEC6,17.33134833,0.703075242,0.033984534,0.781023229,0.041594754,0.834201194,0.042937537,0.000972074,0.437939375,54,SI,10.1021/jacs.9b09942,2019,2019/10/18,ACS,Free Solvent Removed,FALSE,230,0.93718916,0.180285714,weak,
1125,2019[Bi][gra]2[FSR]1,ja9b10261_si_002_FSR_pacman,-,[Bi].[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-] MOFid-v1.sql.cat1;ja9b10261_si_002_FSR_pacman,5.81023,4.28246,5.79468,1.31024,734.289,1872.32,1428.99,0,0,0,2371.91,0.6048,0.461595,0,0,0,2,gra,unnamed,gra,unnamed,1,3,I -4 2 3,217,Bi,Yes,Bi,PACMAN-DDEC6,19.83618872,0.609799637,0.027490681,0.675868407,0.024994985,0.721667023,0.026980686,0.00089369,0.491140976,156,SI,10.1021/jacs.9b10261,2019,2019/12/6,ACS,Free Solvent Removed,TRUE,321.5,0.93426347,0.65,weak,
1126,2019[Cu][pcu]3[FSR]3,ja9b10268_si_002_FSR_pacman,-,OC(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)O.[Cu][Cu].[O-]C(=O)c1ccc(cc1)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C(=O)[O-] MOFid-v1.pcu.cat0;ja9b10268_si_002_FSR_pacman,4.92327,2.81682,4.91098,1.62879,0,0,0,91.3051,172.254,105.756,2022.71,0.3816,0.234285,0,0,0,3,pcu,unnamed,pcu,unnamed,2,3,-I 4bd 2c 3,230,Cu,No,N/A,PACMAN-DDEC6,11.92484585,0.871814675,0.034523605,0.992213578,0.046882809,1.050113328,0.051083529,0.000844483,0.468848732,436,SI,10.1021/jacs.9b10268,2019,2019/12/30,ACS,Free Solvent Removed,TRUE,293.2,0.90619344,0.134076923,weak,
1127,2019[Al][fon]3[FSR]1,ja9b10501_si_002_FSR_pacman,-,[Al]1[OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH]1.[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.fon.cat0;ja9b10501_si_002_FSR_pacman,9.97158,8.15381,9.97158,0.58658,2645.03,2054.75,3502.94,0,0,0,9603.06,0.746,1.27178,0,0,0,3,fon,unnamed,fon,unnamed,1,3,-I 4 2 3,229,Al,No,N/A,PACMAN-DDEC6,9.799993055,0.962482973,0.030404581,1.092185865,0.035845469,1.156688092,0.037682495,0.001252792,0.573945043,464,SI,10.1021/jacs.9b10501,2019,2019/11/1,ACS,Free Solvent Removed,FALSE,321.1,0.29351735,0.48,none,
1128,2019[Al][fon]3[FSR]2,ja9b10501_si_008_FSR_pacman,-,[Al]1[OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH][Al][OH]1.[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.fon.cat0;ja9b10501_si_008_FSR_pacman,9.86068,7.80765,9.81595,0.671413,2832.48,2094.85,3120.06,0,0,0,9786.6,0.7238,1.07802,0,0,0,3,fon,unnamed,fon,unnamed,1,3,-I 2 2c,72,Al,No,N/A,PACMAN-DDEC6,10.51344796,0.884670096,0.015000868,1.009542906,0.023147536,1.080714314,0.030176049,0.001093155,0.495576089,520,SI,10.1021/jacs.9b10501,2019,2019/11/1,ACS,Free Solvent Removed,TRUE,372.7,0.41821867,0.51,none,
1129,2019[Tb][urx]3[FSR]1,ja9b11260_si_005_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])C1=NN=N[N]1.[O][Tb]123[OH]4[Tb]567([OH]3[Tb]389([OH]2[Tb]2%10%11([OH]1[Tb]1%124([O]7[Tb]47%13([OH]6[Tb]6([OH]53)([OH]9[Tb]3([OH]%10[Tb]([OH]14)([OH]2%12)([OH]%133)[O])([O]8%11)([OH]76)[O])[O])[O])[O])[O])[O])[O] MOFid-v1.hxl.cat1;ja9b11260_si_005_FSR_pacman,15.78006,10.95001,15.73789,0.817791,3917.49,1733.07,2119.21,0,0,0,17201.9,0.761,0.930555,4.52087,0.0002,0.000244561,3,urx,unnamed,urx,unnamed,1,3,-P 2ybc,14,Tb,No,N/A,PACMAN-DDEC6,16.56589324,0.63776224,0.058517462,0.710677911,0.114375389,0.73961787,0.117396807,0.001243874,0.578393912,672,SI,10.1021/jacs.9b11260,2019,2019/12/3,ACS,Free Solvent Removed,TRUE,376.5,0.7551768,0.59,none,
1130,2020[Co][nia]3[FSR]1,ja9b12924_si_002_1_FSR_pacman,-,"[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.nia-d,acs.cat0;ja9b12924_si_002_1_FSR_pacman",8.69859,4.5685,7.95673,0.898639,804.784,2183.14,2429.38,0,0,0,2383.61,0.6466,0.719532,0,0,0,3,nia-d,unnamed,nia-d,unnamed,1,3,"P 31 2""",152,Co,No,N/A,PACMAN-DDEC6,11.33490847,0.868106453,0.059448706,0.953568427,0.115248596,1.018506059,0.116019292,0.001040935,0.512247875,176,SI,10.1021/jacs.9b12924,2020,2020/1/27,ACS,Free Solvent Removed,TRUE,319.3,0.82737684,0.64,weak,
1131,2020[Co][nia]3[FSR]2,ja9b12924_si_002_2_FSR_pacman,-,"[Co][O]([Co])[Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-].n1ccc(cc1)C1=NC(=[N]=C([N]1)c1ccncc1)c1ccncc1 MOFid-v1.nia-d,acs.cat0;ja9b12924_si_002_2_FSR_pacman",8.66528,4.57617,8.66528,0.897519,804.059,2178.45,2427.19,0,0,0,2396.18,0.6492,0.723327,0,0,0,3,nia-d,unnamed,nia-d,unnamed,1,3,"R 3 -2""",160,Co,No,N/A,PACMAN-DDEC6,11.33490847,0.86865744,0.017180024,0.953543541,0.036707437,1.017396824,0.04431956,0.001224552,0.58685546,176,SI,10.1021/jacs.9b12924,2020,2020/1/27,ACS,Free Solvent Removed,TRUE,320.8,0.8244792,0.64,unknown,
1132,2020[Mg][nia]3[FSR]1,ja9b12924_si_002_3_FSR_pacman,-,[Mg][O]([Mg])[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.acs.cat0;ja9b12924_si_002_3_FSR_pacman,8.55676,4.36478,8.46206,0.791044,828.997,2217.05,2802.69,0,0,0,2428.23,0.6494,0.82094,0,0,0,3,nia-d,unnamed,nia-d,unnamed,1,3,-R 3,148,Mg,No,N/A,PACMAN-DDEC6,9.787067912,0.944104355,0.0289224,1.086824187,0.063810282,1.135989876,0.071206591,0.001048392,0.508745887,182,SI,10.1021/jacs.9b12924,2020,2020/1/27,ACS,Free Solvent Removed,TRUE,417.8,0.81312644,0.28,weak,
1133,2020[Mg][nia]3[FSR]2,ja9b12924_si_002_5_FSR_pacman,-,[Mg][O]([Mg])[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.acs.cat0;ja9b12924_si_002_5_FSR_pacman,8.66431,4.52699,8.65237,0.797815,821.622,2208.78,2768.54,0,0,0,2411.91,0.6484,0.812719,0,0,0,3,nia-d,unnamed,nia-d,unnamed,1,3,P 6c,173,Mg,No,N/A,PACMAN-DDEC6,10.15440182,0.930136066,0.041342957,1.084095026,0.063361264,1.13624821,0.082779492,0.000979227,0.320826622,176,SI,10.1021/jacs.9b12924,2020,2020/1/27,ACS,Free Solvent Removed,TRUE,387.6,0.83199704,0.26,weak,
1134,2020[Mg][nia]3[FSR]3,ja9b12924_si_002_6_FSR_pacman,-,[Mg][O]([Mg])[Mg].[O-]C(=O)c1ccc(cc1)C(=O)[O-] MOFid-v1.acs.cat0;ja9b12924_si_002_6_FSR_pacman,8.57077,4.44122,8.57077,0.809765,793.686,2165.64,2674.41,0,0,0,2358,0.6434,0.794552,0,0,0,3,nia-d,unnamed,nia-d,unnamed,1,3,F 4 2 3,209,Mg,No,N/A,PACMAN-DDEC6,10.15440182,0.936483703,0.085119135,1.079684779,0.125733612,1.14034399,0.088685176,0.001432693,0.364506765,176,SI,10.1021/jacs.9b12924,2020,2020/1/27,ACS,Free Solvent Removed,TRUE,388.1,0.83627856,0.26,weak,
1135,2020[Fe][hcb]2[FSR]1,ja9b13050_si_002_FSR_pacman,-,Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Fe].[O]S(=O)(=O)[O] MOFid-v1.ERROR.cat1;ja9b13050_si_002_FSR_pacman,7.95164,6.60155,7.95164,1.26567,790.325,1535.82,1213.45,0,0,0,3069.05,0.5964,0.471215,0,0,0,2,hcb,unnamed,hcb,unnamed,2,2,-P 1,2,Fe,No,N/A,PACMAN-DDEC6,20.01150204,0.729616423,0.080747523,0.777779734,0.125726614,0.838845416,0.087432879,0.001316124,0.396415186,196,SI,10.1021/jacs.9b13050,2020,2020/1/15,ACS,Free Solvent Removed,TRUE,331.2,0.6391668,0.5,none,
1136,2020[Mg][nan]3[FSR]2,ja9b13793_si_002_FSR_pacman,-,[Mg].[O-]C(=O)c1ccc(cc1)c1ccnc(c1)C(=O)[O-].[OH] MOFid-v1.unknown.cat0;ja9b13793_si_002_FSR_pacman,9.93189,8.79006,9.92818,0.813906,774.172,1609.69,1977.73,0,0,0,3092.48,0.643,0.790017,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,"P 31 2""",152,Mg,No,N/A,PACMAN-DDEC6,10.3390814,0.91607092,0.025049464,1.086396042,0.046053471,1.144922251,0.050656427,0.001301984,0.42609121,228,SI,10.1021/jacs.9b13793,2020,2020/3/18,ACS,Free Solvent Removed,FALSE,386.9,0.89995974,0.27,weak,
1137,2020[Mg][nan]3[FSR]3,ja9b13793_si_003_FSR_pacman,-,[Mg].[O-]C(=O)c1ccc(cc1)c1ccnc(c1)C(=O)[O-].[OH] MOFid-v1.unknown.cat0;ja9b13793_si_003_FSR_pacman,9.79,8.43917,9.79,0.827764,381.731,1614.45,1950.37,0,0,0,1516.57,0.6414,0.774859,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,"P 31 2""",152,Mg,No,N/A,PACMAN-DDEC6,10.3390814,0.91956756,0.024523828,1.083813601,0.045173236,1.156743389,0.050302762,0.001461696,0.422654756,114,SI,10.1021/jacs.9b13793,2020,2020/3/18,ACS,Free Solvent Removed,FALSE,349.9,0.851753,0.27,weak,
1138,2020[Mg][nan]3[FSR]4,ja9b13793_si_004_FSR_pacman,-,[Mg].[O-]C(=O)c1ccc(cc1)c1ccnc(c1)C(=O)[O-].[OH] MOFid-v1.unknown.cat0;ja9b13793_si_004_FSR_pacman,9.59703,8.2007,9.59703,0.834085,768.037,1636.53,1962.06,0,0,0,3049.57,0.6498,0.779057,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-P 4c 2,131,Mg,No,N/A,PACMAN-DDEC6,10.3390814,0.930466933,0.025347743,1.102300717,0.045266823,1.193305646,0.050751595,0.00122057,0.504812254,228,SI,10.1021/jacs.9b13793,2020,2020/3/18,ACS,Free Solvent Removed,FALSE,391.5,0.9068592,0.27,weak,
1139,2020[Mg][nan]3[FSR]5,ja9b13793_si_005_FSR_pacman,-,[Mg].[O-]C(=O)c1ccc(cc1)c1ccnc(c1)C(=O)[O-].[OH] MOFid-v1.unknown.cat0;ja9b13793_si_005_FSR_pacman,9.66894,8.19667,9.66894,0.841078,380.259,1634.09,1942.85,0,0,0,1471.15,0.6322,0.751654,0,0,0,3,unnamed,unnamed,unnamed,unnamed,1,3,-F 2 2,69,Mg,No,N/A,PACMAN-DDEC6,10.3390814,0.922206808,0.02490649,1.069008419,0.045328218,1.139940836,0.050951094,0.001198321,0.313190354,114,SI,10.1021/jacs.9b13793,2020,2020/3/18,ACS,Free Solvent Removed,FALSE,351.2,0.85263664,0.27,weak,
1140,2020[Zn][hcb]2[FSR]2,jp0c05013_si_002_2_FSR_pacman,-,Cl[Zn]Cl.c1ccc2c(c1)n(cn2)c1cc(cc(c1)n1cnc2c1cccc2)n1cnc2c1cccc2 MOFid-v1.unknown.cat0;jp0c05013_si_002_2_FSR_pacman,4.433,3.76253,4.39928,1.39429,204.291,339.848,243.742,0,0,0,2634.13,0.4382,0.314281,0,0,0,2,hcb,unnamed,hcb,unnamed,4,2,-C 2yc,15,Zn,No,N/A,PACMAN-DDEC6,11.36758595,0.824032954,0.003737797,0.920275461,0.004717843,0.966133277,0.004183514,0.001290004,0.529961194,444,SI,10.1021/acs.jpcc.0c05013,2020,2020/8/7,ACS,Free Solvent Removed,FALSE,383.6,0.8798976,0.34,strong,
1141,2020[Fe][hcb]2[FSR]2,jp0c08140_si_002_FSR_pacman,-,[Fe].[NH]c1cc2c(cc1[NH])c1cc([NH])c(cc1c1c2cc([NH])c(c1)[NH])[NH] MOFid-v1.hcb.cat0;jp0c08140_si_002_FSR_pacman,22.94791,15.58314,22.94791,0.175207,757.629,1009.07,5759.29,0,0,0,6993.14,0.9314,5.31599,0,0,0,2,hcb,unnamed,hcb,unnamed,1,2,-P 1,2,Fe,Yes,Fe,PACMAN-DDEC6,10.5625488,0.862087263,0.004954631,0.98346495,0.005072198,1.125291721,0.005227784,0.001435119,0.313758271,75,SI,10.1021/acs.jpcc.0c08140,2020,2020/11/24,ACS,Free Solvent Removed,TRUE,198.5,0.6592283,0.51,weak,
1142,2010[Cr][bpq]3[FSR]1,jp102463p_si_002_FSR_pacman,-,[Cr].[O-]C(=O)c1ccc(cc1)C(=O)[O-].[O] MOFid-v1.rna.cat0;jp102463p_si_002_FSR_pacman,7.50679,7.09493,7.50679,1.02131,125.4,1661.42,1626.75,0,0,0,459.657,0.609,0.596292,0,0,0,3,bpq,unnamed,rna,unnamed,1,3,-C 2yc,15,Cr,No,N/A,PACMAN-DDEC6,12.89502556,0.877785815,0.004545166,0.969513647,0.004642092,1.064850626,0.00623355,0.001392085,0.325948777,36,SI,10.1021/jp102463p,2010,2010/5/20,ACS,Free Solvent Removed,TRUE,400.1,0.27404207,0.74,unknown,
1143,2012[Zn][bcs]3[FSR]1,jp209895d_si_002_FSR_pacman,-,[O-]C(=O)c1ccc(cc1)CN1CCN(CCN(CC1)Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-].[Zn] MOFid-v1.pem.cat0;jp209895d_si_002_FSR_pacman,5.49532,3.6076,5.46456,1.0177,1504.88,1748.47,1718.05,0,0,0,4990.25,0.5798,0.569714,0,0,0,3,bcs,unnamed,bcs,unnamed,1,3,I 4bw,80,Zn,Yes,Zn,PACMAN-DDEC6,9.28641831,0.930787374,0.005144324,0.990164437,0.004784967,1.063572477,0.004432084,0.001578617,0.4331381,568,SI,10.1021/jp209895d,2012,2012/1/20,ACS,Free Solvent Removed,TRUE,357.1,0.9442471,0.818461538,unknown,
1144,2019[Bi][sra]3[FSR]1,jp9b02709_si_002_FSR_pacman,-,[Bi].[O-]C(=O)c1ccc(cc1)c1cc(c2ccc(cc2)C(=O)[O-])c2c3c1ccc1c3c(cc2)c(cc1c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-] MOFid-v1.sra.cat1;jp9b02709_si_002_FSR_pacman,6.49014,5.45081,6.48375,1.13618,1628.91,1569.55,1381.42,0,0,0,5936.36,0.572,0.50344,0,0,0,3,sra,abw,sra,abw,2,3,I 4bw 2bw -1bw,141,Bi,Yes,Bi,PACMAN-DDEC6,11.83494773,0.760886033,0.038359007,0.857303895,0.055021304,0.900162618,0.069202352,0.000511738,0.723852873,600,SI,10.1021/acs.jpcc.9b02709,2019,2019/9/5,ACS,Free Solvent Removed,TRUE,260.9,0.86943495,0.75,unknown,
1145,2019[ZnSi][pcu]3[FSR]1,jp9b03221_si_002_FSR_pacman,-,[Zn].n1ccncc1 MOFid-v1.sql.cat1;jp9b03221_si_002_FSR_pacman,3.94533,2.93868,3.94533,1.62116,0,0,0,27.279,181.1,111.71,649.214,0.431,0.265859,0,0,0,3,pcu,unnamed,pcu,unnamed,1,3,I 4bw -1bw,88,"Zn,Si",No,N/A,PACMAN-DDEC6,13.12970854,0.829406075,0.012698044,0.944797294,0.031357712,0.978126168,0.03504405,0.000701638,0.67222482,112,SI,10.1021/acs.jpcc.9b03221,2019,2019/7/2,ACS,Free Solvent Removed,FALSE,300.9,0.7902868,0.56,superstrong_high_loading,
1146,2016[Co][sql]2[FSR]6,jz6b02458_si_004_1_FSR_pacman,-,C1CN2CCN1CC2.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH2][Co] MOFid-v1.sql.cat0;jz6b02458_si_004_1_FSR_pacman,4.66108,3.86054,4.54184,1.2724,41.8572,907.979,713.594,0,0,0,210.489,0.4566,0.358849,0,0,0,2,sql,unnamed,sql,unnamed,1,2,"P 32 2""",154,Co,No,N/A,PACMAN-DDEC6,8.830907875,0.996949076,0.044400265,1.062208356,0.078102505,1.140096721,0.083248368,0.001649722,0.451103445,40,SI,10.1021/acs.jpclett.6b02458,2016,2016/12/21,ACS,Free Solvent Removed,TRUE,355.3,0.9261286,0.391666667,weak,
1147,2016[Co][sql]2[FSR]7,jz6b02458_si_004_10_FSR_pacman,-,C1CN2CCN1CC2.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH2][Co] MOFid-v1.sql.cat0;jz6b02458_si_004_10_FSR_pacman,4.20665,3.83355,4.20665,1.2952,38.6945,854.415,659.676,0,0,0,200.262,0.4422,0.341413,0,0,0,2,sql,unnamed,sql,unnamed,1,2,-C 2yc,15,Co,No,N/A,PACMAN-DDEC6,8.830907875,1.003267282,0.043980808,1.063620241,0.07846296,1.142907702,0.084145845,0.001255852,0.386775689,40,SI,10.1021/acs.jpclett.6b02458,2016,2016/12/21,ACS,Free Solvent Removed,TRUE,356.5,0.92483807,0.401666667,weak,
1148,2016[Co][sql]2[FSR]8,jz6b02458_si_004_11_FSR_pacman,-,C1CN2CCN1CC2.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH2][Co] MOFid-v1.sql.cat0;jz6b02458_si_004_11_FSR_pacman,4.20971,3.77632,4.19238,1.30174,36.735,815.239,626.269,0,0,0,197.635,0.4386,0.336934,0,0,0,2,sql,unnamed,sql,unnamed,1,2,-P 2a 2ac,54,Co,No,N/A,PACMAN-DDEC6,8.830907875,1.002940598,0.044330012,1.067044408,0.079178835,1.14013381,0.08643277,0.001524154,0.413004621,40,SI,10.1021/acs.jpclett.6b02458,2016,2016/12/21,ACS,Free Solvent Removed,TRUE,356.4,0.92441237,0.401666667,weak,
1149,2016[Co][sql]2[FSR]9,jz6b02458_si_004_12_FSR_pacman,-,C1CN2CCN1CC2.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH2][Co] MOFid-v1.sql.cat0;jz6b02458_si_004_12_FSR_pacman,4.19956,3.75652,4.17587,1.30647,37.3569,832.055,636.871,0,0,0,195.841,0.4362,0.333876,0,0,0,2,sql,unnamed,sql,unnamed,1,2,-P 2 2ab,55,Co,No,N/A,PACMAN-DDEC6,8.830907875,0.999886054,0.04391531,1.069690257,0.079622122,1.145218826,0.084104418,0.001827725,0.26061013,40,SI,10.1021/acs.jpclett.6b02458,2016,2016/12/21,ACS,Free Solvent Removed,TRUE,356.8,0.9237478,0.401666667,unknown,
1150,2016[Co][sql]2[FSR]10,jz6b02458_si_004_13_FSR_pacman,-,C1CN2CCN1CC2.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[OH2][Co] MOFid-v1.sql.cat0;jz6b02458_si_004_13_FSR_pacman,4.19623,3.71,4.17573,1.31051,37.7779,844.033,644.049,0,0,0,195.506,0.4368,0.333305,0,0,0,2,sql,unnamed,sql,unnamed,1,2,F 2 2 -1d,70,Co,No,N/A,PACMAN-DDEC6,8.830907875,1.000185294,0.035492971,1.077153472,0.06962226,1.148242564,0.082337334,0.001606273,0.335150437,40,SI,10.1021/acs.jpclett.6b02458,2016,2016/12/21,ACS,Free Solvent Removed,TRUE,369.9,0.92926264,0.401666667,weak,
